"AttributeName","Consistency","ValueIDS","Values","FusedValue","IsCorrect","CorrectValue"
"GameTitle","0.0","GameTitle-{vga_games_json1697|Game_List_ID_1646|jpntop_203}","{Tales of Xillia|Tales of Xillia|Tales of Xillia}","Tales of Xillia",,
"ReleaseDate","0.0","ReleaseDate-{jpntop_163|vga_games_json206|vga_games_json205}","{2003-11-07T00:00|2003-10-21T00:00|2003-10-21T00:00}","2003-10-21T00:00",,
"Publisher","1.0","Publisher-{jpntop_253|Game_List_ID_3882|vga_games_json4088}","{Nintendo|Nintendo|Nintendo}","Nintendo",,
"Sales","1.0","Sales-{jpntop_375|vga_games_json328}","{401546.0|510000.0}","455773.0",,
"Genre","0.0","Genre-{Game_List_ID_1231|jpntop_410}","{Misc|ETC}","ETC",,
"ReleaseDate","0.0","ReleaseDate-{vga_games_json5961|Game_List_ID_5681|jpntop_590}","{2008-06-26T00:00|2008-01-01T00:00|2008-06-26T00:00}","2008-06-26T00:00",,
"Genre","0.0","Genre-{jpntop_161|Game_List_ID_445}","{ETC|Misc}","ETC",,
"GameTitle","0.0","GameTitle-{vga_games_json10679|jpntop_700|vga_games_json7066|Game_List_ID_6556|Game_List_ID_6820|Game_List_ID_10259|vga_games_json6846}","{Samurai Warriors 4|Samurai Warriors 4|Samurai Warriors 4|Samurai Warriors 4|Samurai Warriors 4|Samurai Warriors 4|Samurai Warriors 4}","Samurai Warriors 4",,
"ReleaseDate","0.0","ReleaseDate-{jpntop_35|Game_List_ID_313|vga_games_json337}","{2014-11-10T00:00|2014-01-01T00:00|2015-02-13T00:00}","2015-02-13T00:00",,
"GameTitle","0.0","GameTitle-{Game_List_ID_4285|jpntop_883|vga_games_json4516}","{Mega Man Star Force 3: Black Ace / Red Joker|Mega Man Star Force 3: Black Ace / Red Joker|Mega Man Star Force 3: Black Ace / Red Joker}","Mega Man Star Force 3: Black Ace / Red Joker",,
"Sales","1.0","Sales-{jpntop_298|vga_games_json4006}","{473357.0|480000.0}","476678.5",,
"GameTitle","0.0","GameTitle-{jpntop_580|vga_games_json671|Game_List_ID_623}","{Deca Sports|Deca Sports|Deca Sports}","Deca Sports",,
"Genre","0.0","Genre-{jpntop_223|Game_List_ID_688}","{ADV|Role-Playing}","ADV",,
"Publisher","0.6666666666666666","Publisher-{vga_games_json2572|Game_List_ID_2441|jpntop_282}","{KOEI|Tecmo Koei|Koei}","KOEI",,
"ReleaseDate","0.0","ReleaseDate-{jpntop_175|vga_games_json2476}","{2011-07-21T00:00|2012-02-13T00:00}","2012-02-13T00:00",,
"ReleaseDate","0.0","ReleaseDate-{jpntop_348|Game_List_ID_13953|vga_games_json25|Game_List_ID_25}","{2004-05-20T00:00|2003-01-01T00:00|2002-10-28T00:00|2002-01-01T00:00}","2002-10-28T00:00",,
"Genre","0.0","Genre-{Game_List_ID_5795|jpntop_536}","{Sports|SPT}","SPT",,
"Publisher","0.6666666666666666","Publisher-{vga_games_json4044|jpntop_832|Game_List_ID_3855}","{Namco Bandai|Bandai Namco Games|Namco Bandai Games}","Namco Bandai",,
"GameTitle","0.0","GameTitle-{jpntop_877|vga_games_json3150}","{Fire Emblem Echoes: Shadows of Valentia|Fire Emblem Echoes: Shadows of Valentia}","Fire Emblem Echoes: Shadows of Valentia",,
"Sales","1.0","Sales-{vga_games_json9|jpntop_8}","{4700000.0|4643286.0}","4671643.0","true","4630000.0"
"GameTitle","0.0","GameTitle-{jpntop_616|Game_List_ID_1672|vga_games_json1779}","{Dino Crisis 2|Dino Crisis 2|Dino Crisis 2}","Dino Crisis 2",,
"Sales","0.0","Sales-{vga_games_json1196|jpntop_171}","{760000.0|736226.0}","748113.0",,
"ReleaseDate","0.0","ReleaseDate-{Game_List_ID_4152|Game_List_ID_404|jpntop_117|vga_games_json236}","{2016-01-01T00:00|2016-01-01T00:00|2016-11-29T00:00|2016-11-29T00:00}","2016-11-29T00:00",,
"Sales","1.0","Sales-{jpntop_149|vga_games_json876}","{830607.0|960000.0}","895303.5",,
"Sales","0.0","Sales-{jpntop_382|vga_games_json2207}","{396604.0|360000.0}","378302.0",,
"Sales","0.0","Sales-{vga_games_json95|jpntop_59}","{2730000.0|1776329.0}","2253164.5",,
"Publisher","1.0","Publisher-{jpntop_138|vga_games_json438}","{Nintendo|Nintendo}","Nintendo",,
"Genre","0.6666666666666666","Genre-{jpntop_96|jpntop_757|Game_List_ID_1588}","{ETC|ETC|Simulation}","ETC",,
"Genre","0.0","Genre-{Game_List_ID_3574|jpntop_544}","{Role-Playing|RPG}","RPG",,
"Sales","1.0","Sales-{jpntop_610}","{273655.0}","273655.0",,
"ReleaseDate","0.0","ReleaseDate-{Game_List_ID_2769|vga_games_json2927|jpntop_547}","{2007-01-01T00:00|2008-06-24T00:00|2007-10-25T00:00}","2008-06-24T00:00",,
"ReleaseDate","0.0","ReleaseDate-{jpntop_70|vga_games_json89|Game_List_ID_83}","{2007-07-26T00:00|2007-05-29T00:00|2007-01-01T00:00}","2007-05-29T00:00",,
"Sales","1.0","Sales-{jpntop_760|vga_games_json10733|vga_games_json7285}","{227851.0|110000.0|240000.0}","192617.0",,
"Publisher","1.0","Publisher-{vga_games_json1893|Game_List_ID_1782|jpntop_327}","{Nintendo|Nintendo|Nintendo}","Nintendo",,
"GameTitle","0.0","GameTitle-{vga_games_json1560|jpntop_986}","{Super Street Fighter IV|Super Street Fighter IV}","Super Street Fighter IV",,
"Genre","0.0","Genre-{jpntop_206|Game_List_ID_2845}","{ACT|Action}","ACT",,
"Genre","0.6666666666666666","Genre-{Game_List_ID_1081|Game_List_ID_351|jpntop_355|Game_List_ID_14743|jpntop_785|Game_List_ID_741}","{Action|Action|ADV|Action|ADV|Action}","Action",,
"Publisher","0.6666666666666666","Publisher-{Game_List_ID_4079|jpntop_402|vga_games_json3688}","{Nintendo|Bandai Namco Games|Nintendo}","Nintendo",,
"Genre","0.0","Genre-{jpntop_152|Game_List_ID_114}","{RCE|Racing}","RCE",,
"Sales","1.0","Sales-{vga_games_json82|jpntop_48}","{1980000.0|2049872.0}","2014936.0","true","2150000.0"
"ReleaseDate","0.0","ReleaseDate-{vga_games_json12095|vga_games_json7427|Game_List_ID_11571|Game_List_ID_11834|jpntop_721|vga_games_json12399|Game_List_ID_7082}","{2013-09-12T00:00|2012-12-20T00:00|2013-01-01T00:00|2012-01-01T00:00|2012-12-20T00:00|2012-12-20T00:00|2012-01-01T00:00}","2012-12-20T00:00",,
"ReleaseDate","0.0","ReleaseDate-{jpntop_353|Game_List_ID_9635|Game_List_ID_6097|vga_games_json6378|jpntop_723|Game_List_ID_12778}","{2008-03-04T00:00|2008-01-01T00:00|2008-01-01T00:00|2009-08-25T00:00|2008-11-27T00:00|2008-01-01T00:00}","2008-01-01T00:00",,
"GameTitle","0.0","GameTitle-{vga_games_json3672|Game_List_ID_3497|jpntop_849}","{Final Fantasy: The 4 Heroes of Light|Final Fantasy: The 4 Heroes of Light|Final Fantasy: The 4 Heroes of Light}","Final Fantasy: The 4 Heroes of Light",,
"Publisher","1.0","Publisher-{jpntop_877|vga_games_json3150}","{Nintendo|Nintendo}","Nintendo",,
"Sales","0.0","Sales-{vga_games_json325|jpntop_137}","{900000.0|877347.0}","888673.5",,
"Publisher","1.0","Publisher-{jpntop_39|Game_List_ID_16|vga_games_json16}","{Nintendo|Nintendo|Nintendo}","Nintendo","true","Nintendo"
"ReleaseDate","0.0","ReleaseDate-{jpntop_892|Game_List_ID_5519|vga_games_json5802}","{2003-09-10T00:00|2003-01-01T00:00|2004-07-07T00:00}","2003-09-10T00:00",,
"ReleaseDate","0.0","ReleaseDate-{Game_List_ID_14837|jpntop_861}","{2016-01-01T00:00|2013-06-20T00:00}","2013-06-20T00:00",,
"GameTitle","0.0","GameTitle-{vga_games_json4499|vga_games_json2954|Game_List_ID_4302|jpntop_866|Game_List_ID_2795|jpntop_356}","{Tales of Vesperia|Tales of Vesperia|Tales of Vesperia|Tales of Vesperia|Tales of Vesperia|Tales of Vesperia}","Tales of Vesperia",,
"ReleaseDate","0.0","ReleaseDate-{jpntop_73|Game_List_ID_442|vga_games_json437}","{2015-07-30T00:00|2015-01-01T00:00|2015-09-25T00:00}","2015-07-30T00:00",,
"Publisher","0.6666666666666666","Publisher-{jpntop_194|vga_games_json967|Game_List_ID_895}","{Bandai|Atari|Atari}","Atari",,
"ReleaseDate","0.0","ReleaseDate-{jpntop_754|vga_games_json3503|Game_List_ID_3327}","{2005-12-15T00:00|2005-12-12T00:00|2005-01-01T00:00}","2005-12-15T00:00",,
"Sales","1.0","Sales-{jpntop_821|vga_games_json426}","{211805.0|330000.0}","270902.5",,
"GameTitle","0.0","GameTitle-{vga_games_json5806|jpntop_442|Game_List_ID_5525}","{Hatsune Miku: Project Diva Extend|Hatsune Miku: Project Diva Extend|Hatsune Miku: Project Diva Extend}","Hatsune Miku: Project Diva Extend",,
"Publisher","0.6666666666666666","Publisher-{Game_List_ID_7362|vga_games_json7709|jpntop_851}","{Namco Bandai Games|Namco Bandai|Bandai Namco Games}","Namco Bandai",,
"Sales","0.0","Sales-{vga_games_json122|jpntop_152}","{870000.0|807441.0}","838720.5",,
"Genre","0.8","Genre-{Game_List_ID_10080|Game_List_ID_1395|jpntop_109|Game_List_ID_394|Game_List_ID_809}","{Role-Playing|Role-Playing|RPG|Role-Playing|Role-Playing}","Role-Playing",,
"Genre","0.0","Genre-{jpntop_686|Game_List_ID_3898}","{ACT|Role-Playing}","ACT",,
"ReleaseDate","0.0","ReleaseDate-{jpntop_21|vga_games_json14|Game_List_ID_14}","{2007-01-12T00:00|2008-05-21T00:00|2007-01-01T00:00}","2007-01-12T00:00","false","2007-12-30T00:00"
"Publisher","0.5","Publisher-{Game_List_ID_40|jpntop_518|vga_games_json42|Game_List_ID_16271}","{Take-Two Interactive|Capcom|Rockstar Games|Take-Two Interactive}","Capcom",,
"Sales","0.0","Sales-{vga_games_json1063|jpntop_126}","{1030000.0|927269.0}","978634.5",,
"Genre","0.0","Genre-{jpntop_609|Game_List_ID_3341}","{FTG|Fighting}","Fighting",,
"Publisher","0.0","Publisher-{jpntop_957|vga_games_json8001}","{Nihon Falcom|Falcom Corporation}","Nihon Falcom",,
"ReleaseDate","0.0","ReleaseDate-{jpntop_298|vga_games_json4006}","{2008-11-13T00:00|2009-05-11T00:00}","2008-11-13T00:00",,
"GameTitle","0.0","GameTitle-{vga_games_json2739|jpntop_167}","{Rhythm Heaven Megamix|Rhythm Heaven Megamix}","Rhythm Heaven Megamix",,
"Genre","0.6666666666666666","Genre-{Game_List_ID_3519|Game_List_ID_2295|jpntop_884}","{Role-Playing|Role-Playing|RPG}","Role-Playing",,
"Publisher","0.6666666666666666","Publisher-{Game_List_ID_5032|jpntop_406|vga_games_json5291}","{Capcom|Capcom|Unknown}","Capcom",,
"GameTitle","0.0","GameTitle-{jpntop_419|vga_games_json5471|Game_List_ID_5217}","{One Piece: Gigant Battle!|One Piece: Gigant Battle!|One Piece: Gigant Battle!}","One Piece: Gigant Battle!",,
"Publisher","1.0","Publisher-{Game_List_ID_2030|vga_games_json1605|jpntop_214}","{Nintendo|Nintendo|Nintendo}","Nintendo",,
"Publisher","1.0","Publisher-{Game_List_ID_109|vga_games_json114|vga_games_json592|Game_List_ID_546|jpntop_662|Game_List_ID_104}","{Electronic Arts|Electronic Arts|Electronic Arts|Electronic Arts|Electronic Arts|Electronic Arts}","Electronic Arts",,
"GameTitle","0.0","GameTitle-{Game_List_ID_2632|jpntop_630|vga_games_json2615}","{Mario & Luigi: Paper Jam|Mario & Luigi: Paper Jam|Mario & Luigi: Paper Jam}","Mario & Luigi: Paper Jam",,
"ReleaseDate","0.0","ReleaseDate-{jpntop_948|vga_games_json5552|Game_List_ID_5290}","{2006-02-23T00:00|2006-03-21T00:00|2006-01-01T00:00}","2006-02-23T00:00",,
"GameTitle","0.0","GameTitle-{jpntop_595|Game_List_ID_2692}","{Pokemon Dash|Pokemon Dash}","Pokemon Dash",,
"ReleaseDate","0.0","ReleaseDate-{Game_List_ID_207|Game_List_ID_8496|vga_games_json1462|jpntop_834|Game_List_ID_9682}","{1996-01-01T00:00|1997-01-01T00:00|2002-04-30T00:00|2002-03-22T00:00|2006-01-01T00:00}","2002-04-30T00:00",,
"Sales","1.0","Sales-{jpntop_319|vga_games_json885}","{445228.0|470000.0}","457614.0",,
"GameTitle","0.0","GameTitle-{jpntop_239|vga_games_json737|Game_List_ID_840}","{Mario Party: Island Tour|Mario Party: Island Tour|Mario Party: Island Tour}","Mario Party: Island Tour",,
"Publisher","0.0","Publisher-{jpntop_939|vga_games_json6893}","{Sony Computer Entertainment|NIS America}","NIS America",,
"Sales","1.0","Sales-{jpntop_660|vga_games_json2632}","{258776.0|340000.0}","299388.0",,
"Genre","0.0","Genre-{jpntop_419|Game_List_ID_5217}","{FTG|Fighting}","Fighting",,
"GameTitle","0.0","GameTitle-{Game_List_ID_5121|vga_games_json5373|jpntop_379}","{Phantasy Star Portable 2: Infinity|Phantasy Star Portable 2: Infinity|Phantasy Star Portable 2: Infinity}","Phantasy Star Portable 2: Infinity",,
"Genre","0.6666666666666666","Genre-{Game_List_ID_7004|Game_List_ID_9723|jpntop_750}","{Role-Playing|Role-Playing|RPG}","Role-Playing",,
"Genre","0.0","Genre-{jpntop_812|Game_List_ID_4516}","{PZL|Puzzle}","PZL",,
"Genre","0.0","Genre-{jpntop_691|Game_List_ID_1792}","{ACT|Action}","ACT",,
"Genre","0.0","Genre-{jpntop_382|Game_List_ID_2138}","{SPT|Sports}","SPT",,
"Publisher","0.875","Publisher-{Game_List_ID_1081|Game_List_ID_351|vga_games_json383|vga_games_json1149|jpntop_355|Game_List_ID_14743|jpntop_785|Game_List_ID_741}","{Capcom|Capcom|Capcom|Capcom|Capcom|Ubisoft|Capcom|Capcom}","Capcom",,
"GameTitle","0.0","GameTitle-{vga_games_json6233|jpntop_599}","{Fist of the North Star: Ken's Rage 2|Fist of the North Star: Ken's Rage 2}","Fist of the North Star: Ken's Rage 2",,
"Sales","0.0","Sales-{vga_games_json62|jpntop_699}","{380000.0|245910.0}","312955.0",,
"ReleaseDate","0.0","ReleaseDate-{jpntop_919|vga_games_json8220|Game_List_ID_7855}","{2013-05-23T00:00|2013-05-23T00:00|2013-01-01T00:00}","2013-05-23T00:00",,
"ReleaseDate","0.0","ReleaseDate-{jpntop_139|Game_List_ID_189|jpntop_23|vga_games_json1901|vga_games_json204|Game_List_ID_2416}","{2015-08-27T00:00|2004-01-01T00:00|2004-11-27T00:00|2017-01-20T00:00|2005-11-15T00:00|2015-01-01T00:00}","2005-11-15T00:00",,
"Publisher","0.6666666666666666","Publisher-{vga_games_json195|Game_List_ID_179|jpntop_36}","{Square|SquareSoft|Square}","Square",,
"GameTitle","0.0","GameTitle-{jpntop_760|vga_games_json10733|vga_games_json7285}","{Jikkyou Powerful Pro Baseball 2018|Jikkyou Powerful Pro Baseball 2018|Jikkyou Powerful Pro Baseball 2018}","Jikkyou Powerful Pro Baseball 2018",,
"Publisher","1.0","Publisher-{Game_List_ID_1081|jpntop_785|Game_List_ID_741}","{Capcom|Capcom|Capcom}","Capcom",,
"Genre","0.0","Genre-{Game_List_ID_4670|jpntop_501}","{Action|ACT}","Action",,
"GameTitle","0.0","GameTitle-{jpntop_140|vga_games_json226}","{Super Smash Bros. for Wii U|Super Smash Bros. for Wii U}","Super Smash Bros. for Wii U",,
"ReleaseDate","0.0","ReleaseDate-{Game_List_ID_180|Game_List_ID_392|Game_List_ID_3776|jpntop_569|vga_games_json115|vga_games_json2869}","{2016-01-01T00:00|2016-01-01T00:00|2016-01-01T00:00|2016-10-21T00:00|2016-10-21T00:00|2016-10-21T00:00}","2016-10-21T00:00",,
"ReleaseDate","0.0","ReleaseDate-{vga_games_json2001|Game_List_ID_1887|jpntop_257}","{2008-09-09T00:00|2006-01-01T00:00|2006-07-12T00:00}","2006-07-12T00:00",,
"Sales","0.0","Sales-{vga_games_json114|jpntop_662}","{350000.0|257626.0}","303813.0",,
"GameTitle","0.0","GameTitle-{jpntop_491|Game_List_ID_4082}","{One Piece: Grand Battle!|One Piece: Grand Battle!}","One Piece: Grand Battle!",,
"GameTitle","0.0","GameTitle-{vga_games_json4620|jpntop_380|Game_List_ID_4654|Game_List_ID_3531}","{Tales of Zestiria|Tales of Zestiria|Tales of Zestiria|Tales of Zestiria}","Tales of Zestiria",,
"Publisher","1.0","Publisher-{jpntop_361|Game_List_ID_5043|vga_games_json7325|vga_games_json1395|Game_List_ID_9866}","{Atlus|Atlus|Atlus|Atlus|Atlus}","Atlus",,
"Genre","1.0","Genre-{jpntop_102}","{ACT}","ACT",,
"ReleaseDate","0.0","ReleaseDate-{jpntop_996|vga_games_json7979|Game_List_ID_7615}","{2011-11-23T00:00|2011-11-23T00:00|2011-01-01T00:00}","2011-11-23T00:00",,
"ReleaseDate","0.0","ReleaseDate-{Game_List_ID_6015|vga_games_json4577|jpntop_391|Game_List_ID_4341|Game_List_ID_7075|vga_games_json6296}","{2009-01-01T00:00|2009-04-28T00:00|2009-02-26T00:00|2009-01-01T00:00|2009-01-01T00:00|2010-02-16T00:00}","2009-01-01T00:00",,
"Publisher","1.0","Publisher-{jpntop_812|Game_List_ID_4516|vga_games_json4757}","{Nintendo|Nintendo|Nintendo}","Nintendo",,
"GameTitle","0.0","GameTitle-{Game_List_ID_73|vga_games_json61|jpntop_12}","{Animal Crossing: New Leaf|Animal Crossing: New Leaf|Animal Crossing: New Leaf}","Animal Crossing: New Leaf","false","Animal Crossing: New Leaf"
"Publisher","0.0","Publisher-{Game_List_ID_4670|jpntop_501}","{Screenlife|Spike Chunsoft}","Screenlife",,
"GameTitle","0.0","GameTitle-{Game_List_ID_3980|vga_games_json4190|jpntop_555}","{Picross DS|Picross DS|Picross DS}","Picross DS",,
"ReleaseDate","0.0","ReleaseDate-{vga_games_json6479|Game_List_ID_6176|jpntop_579}","{2011-02-10T00:00|2011-01-01T00:00|2011-10-02T00:00}","2011-02-10T00:00",,
"Sales","1.0","Sales-{jpntop_933|vga_games_json8372}","{186489.0|190000.0}","188244.5",,
"Genre","0.0","Genre-{Game_List_ID_6506|jpntop_663}","{Action|ACT}","Action",,
"Genre","0.6666666666666666","Genre-{Game_List_ID_7011|Game_List_ID_9680|jpntop_772}","{Action|Action|ACT}","Action",,
"GameTitle","0.0","GameTitle-{vga_games_json5720|jpntop_468|Game_List_ID_5556}","{Dragon Ball Heroes: Ultimate Mission 2|Dragon Ball Heroes: Ultimate Mission 2|Dragon Ball Heroes: Ultimate Mission 2}","Dragon Ball Heroes: Ultimate Mission 2",,
"Publisher","0.6666666666666666","Publisher-{Game_List_ID_6509|vga_games_json6818|jpntop_620}","{Nintendo|Nintendo|Square Enix}","Nintendo",,
"GameTitle","0.0","GameTitle-{jpntop_216|Game_List_ID_3028|vga_games_json3194}","{Taiko no Tatsujin Wii|Taiko no Tatsujin Wii|Taiko no Tatsujin Wii}","Taiko no Tatsujin Wii",,
"ReleaseDate","0.0","ReleaseDate-{Game_List_ID_1559|jpntop_462|vga_games_json1650}","{2012-01-01T00:00|2012-03-22T00:00|2012-03-23T00:00}","2012-03-22T00:00",,
"ReleaseDate","0.0","ReleaseDate-{jpntop_650|Game_List_ID_206|vga_games_json152|Game_List_ID_151}","{2013-06-20T00:00|2014-01-01T00:00|2013-06-14T00:00|2013-01-01T00:00}","2013-06-14T00:00",,
"Sales","1.0","Sales-{jpntop_223|vga_games_json711}","{605398.0|640000.0}","622699.0",,
"Publisher","0.6666666666666666","Publisher-{Game_List_ID_6530|jpntop_839|vga_games_json6834}","{Nintendo|Level 5|Level 5}","Level 5",,
"GameTitle","0.0","GameTitle-{vga_games_json7662|Game_List_ID_7321|jpntop_856}","{J-League Winning Eleven 2008: Club Championship|J-League Winning Eleven 2008: Club Championship|J-League Winning Eleven 2008: Club Championship}","J-League Winning Eleven 2008: Club Championship",,
"GameTitle","0.0","GameTitle-{Game_List_ID_328|jpntop_453|vga_games_json357}","{Big Brain Academy: Wii Degree|Big Brain Academy: Wii Degree|Big Brain Academy: Wii Degree}","Big Brain Academy: Wii Degree",,
"ReleaseDate","0.0","ReleaseDate-{vga_games_json5127|Game_List_ID_7365|jpntop_766|Game_List_ID_4913}","{2012-03-20T00:00|2012-01-01T00:00|2012-01-26T00:00|2012-01-01T00:00}","2012-01-01T00:00",,
"Genre","0.0","Genre-{jpntop_21|Game_List_ID_14}","{HOB|Sports}","HOB","false",
"Sales","0.0","Sales-{vga_games_json6798|jpntop_680}","{260000.0|250680.0}","255340.0",,
"Sales","0.5","Sales-{vga_games_json98|vga_games_json220|jpntop_238|jpntop_413}","{660000.0|440000.0|574270.0|370608.0}","511219.5",,
"GameTitle","0.0","GameTitle-{Game_List_ID_11817|Game_List_ID_938|vga_games_json1005|jpntop_178}","{Dynasty Warriors 3|Dynasty Warriors 3|Dynasty Warriors 3|Dynasty Warriors 3}","Dynasty Warriors 3",,
"Sales","0.0","Sales-{vga_games_json1002|jpntop_724}","{840000.0|238641.0}","539320.5",,
"GameTitle","0.0","GameTitle-{Game_List_ID_64|vga_games_json56|vga_games_json2796|jpntop_34}","{New Super Mario Bros. 2|New Super Mario Bros. 2|New Super Mario Bros. 2|New Super Mario Bros. 2}","New Super Mario Bros. 2","false","New Super Mario Bros. 2"
"Genre","0.0","Genre-{jpntop_648|Game_List_ID_3474}","{RPG|Role-Playing}","RPG",,
"Genre","0.7142857142857143","Genre-{Game_List_ID_11529|Game_List_ID_393|Game_List_ID_7858|Game_List_ID_2558|jpntop_302|jpntop_840|Game_List_ID_3117}","{Action|Action|Action|Action|ADV|ADV|Action}","Action",,
"GameTitle","0.0","GameTitle-{vga_games_json538|jpntop_89|Game_List_ID_500}","{Kirby Super Star Ultra|Kirby Super Star Ultra|Kirby Super Star Ultra}","Kirby Super Star Ultra",,
"Sales","1.0","Sales-{vga_games_json2535|jpntop_312}","{450000.0|455018.0}","452509.0",,
"Sales","0.0","Sales-{vga_games_json2475|jpntop_734}","{300000.0|235932.0}","267966.0",,
"Genre","0.0","Genre-{Game_List_ID_181|jpntop_192}","{Platform|ACT}","ACT",,
"Sales","1.0","Sales-{jpntop_692|vga_games_json1311}","{248221.0|290000.0}","269110.5",,
"ReleaseDate","0.0","ReleaseDate-{vga_games_json44|Game_List_ID_42|jpntop_37}","{2008-03-09T00:00|2008-01-01T00:00|2008-01-31T00:00}","2008-01-31T00:00","true","2008-01-31T00:00"
"GameTitle","0.0","GameTitle-{jpntop_593|vga_games_json6723|Game_List_ID_6417}","{Initial D: Special Stage|Initial D: Special Stage|Initial D: Special Stage}","Initial D: Special Stage",,
"ReleaseDate","0.0","ReleaseDate-{jpntop_693|vga_games_json3302|Game_List_ID_3128}","{2003-11-09T00:00|2004-03-02T00:00|2003-01-01T00:00}","2003-11-09T00:00",,
"Genre","0.6666666666666666","Genre-{Game_List_ID_5286|Game_List_ID_8928|jpntop_657}","{Shooter|Shooter|ACT}","Shooter",,
"Genre","0.0","Genre-{jpntop_227|Game_List_ID_3411}","{ADV|Action}","Action",,
"GameTitle","0.0","GameTitle-{vga_games_json871|jpntop_188|Game_List_ID_812}","{Mario Party 5|Mario Party 5|Mario Party 5}","Mario Party 5",,
"Genre","0.0","Genre-{jpntop_265|Game_List_ID_1417}","{RPG|Role-Playing}","RPG",,
"Sales","0.0","Sales-{jpntop_561|vga_games_json6420|vga_games_json3622|jpntop_850}","{289676.0|280000.0|260000.0|206112.0}","258947.0",,
"Publisher","1.0","Publisher-{vga_games_json1796|Game_List_ID_1689|jpntop_310}","{Nintendo|Nintendo|Nintendo}","Nintendo",,
"Sales","1.0","Sales-{vga_games_json4907|jpntop_305}","{420000.0|466005.0}","443002.5",,
"Genre","0.6666666666666666","Genre-{Game_List_ID_8235|Game_List_ID_3724|jpntop_423}","{Action|Action|ACT}","Action",,
"Genre","1.0","Genre-{jpntop_100}","{ACT}","ACT",,
"GameTitle","0.0","GameTitle-{vga_games_json354|jpntop_132|Game_List_ID_327}","{Flash Focus: Vision Training in Minutes a Day|Flash Focus: Vision Training in Minutes a Day|Flash Focus: Vision Training in Minutes a Day}","Flash Focus: Vision Training in Minutes a Day",,
